"card_id","card_name","card_type","set_id","price_euros","rarity","artist"
"bw9-119","Garbodor","Pokémon","bw9",80.82,"Rare Secret","Ayaka Yoshida"
"bw9-120","Garchomp","Pokémon","bw9",190.99,"Rare Secret","Ayaka Yoshida"
"bw9-121","Max Potion","Trainer","bw9",31.71,"Rare Secret","5ban Graphics"
"bw9-122","Ultra Ball","Trainer","bw9",152.75,"Rare Secret","5ban Graphics"
"bw9-13","Heatran-EX","Pokémon","bw9",6.71,"Rare Holo EX","Eske Yoshinob"
"bw9-16","Chandelure","Pokémon","bw9",2.46,"Rare Holo","5ban Graphics"
"bw9-17","Reshiram","Pokémon","bw9",4.28,"Rare Holo","Shin Nagasawa"
"bw9-22","Quagsire","Pokémon","bw9",0.75,"Rare","Atsuko Nishida"
"bw9-23","Glaceon","Pokémon","bw9",7.16,"Rare","5ban Graphics"
"bw9-26","Seismitoad","Pokémon","bw9",0.55,"Rare","5ban Graphics"
"bw9-29","Vanilluxe","Pokémon","bw9",0.62,"Rare","5ban Graphics"
"bw9-3","Beedrill","Pokémon","bw9",0.55,"Rare","kawayoo"
"bw9-31","Kyurem","Pokémon","bw9",2.89,"Rare Holo","5ban Graphics"
"bw9-33","Electrode","Pokémon","bw9",0.62,"Rare Holo","HiRON"
"bw9-38","Thundurus-EX","Pokémon","bw9",4.37,"Rare Holo EX","Eske Yoshinob"
"bw9-39","Zekrom","Pokémon","bw9",2.67,"Rare Holo","Mitsuhiro Arita"
"bw9-42","Nidoqueen","Pokémon","bw9",0.93,"Rare","Mizue"
"bw9-46","Muk","Pokémon","bw9",0.71,"Rare","5ban Graphics"
"bw9-47","Mr. Mime","Pokémon","bw9",0.76,"Rare","Hiroki Asanuma"
"bw9-49","Sableye","Pokémon","bw9",0.87,"Rare","5ban Graphics"
"bw9-5","Exeggutor","Pokémon","bw9",0.74,"Rare","match"
"bw9-52","Metagross","Pokémon","bw9",2.92,"Rare Holo","5ban Graphics"
"bw9-53","Deoxys-EX","Pokémon","bw9",10.23,"Rare Holo EX","Eske Yoshinob"
"bw9-56","Cofagrigus","Pokémon","bw9",2.02,"Rare Holo","5ban Graphics"
"bw9-57","Cofagrigus","Pokémon","bw9",0.89,"Rare","5ban Graphics"
"bw9-58","Nidoking","Pokémon","bw9",1.4,"Rare","Shin Nagasawa"
"bw9-63","Hariyama","Pokémon","bw9",0.39,"Rare","Kouki Saitou"
"bw9-64","Umbreon","Pokémon","bw9",25.38,"Rare Holo","5ban Graphics"
"bw9-66","Weavile","Pokémon","bw9",0.83,"Rare","5ban Graphics"
"bw9-67","Absol","Pokémon","bw9",3.17,"Rare Holo","5ban Graphics"
"bw9-70","Krookodile","Pokémon","bw9",0.81,"Rare","5ban Graphics"
"bw9-73","Bisharp","Pokémon","bw9",0.83,"Rare","5ban Graphics"
"bw9-78","Hydreigon","Pokémon","bw9",1.39,"Rare Holo","5ban Graphics"
"bw9-79","Steelix","Pokémon","bw9",1.43,"Rare","5ban Graphics"
"bw9-8","Sceptile","Pokémon","bw9",1.93,"Rare Holo","kawayoo"
"bw9-83","Dragonite","Pokémon","bw9",3.92,"Rare Holo","Akira Komayama"
"bw9-84","Kingdra","Pokémon","bw9",2.67,"Rare Holo","Naoyo Kimura"
"bw9-85","Latias-EX","Pokémon","bw9",11.3,"Rare Holo EX","Ryo Ueda"
"bw9-86","Latios-EX","Pokémon","bw9",7.16,"Rare Holo EX","Ryo Ueda"
"bw9-88","Raticate","Pokémon","bw9",0.67,"Rare","5ban Graphics"
"bw9-94","Kecleon","Pokémon","bw9",0.14,"Rare","Toyste Beach"
"bw9-97","Staraptor","Pokémon","bw9",0.71,"Rare","Hajime Kusajima"
"bw9-98","Tornadus-EX","Pokémon","bw9",6.55,"Rare Holo EX","Eske Yoshinob"
"bwp-BW01","Snivy","Pokémon","bwp",1.18,"Promo","Ken Sugimori"
"bwp-BW02","Tepig","Pokémon","bwp",0.63,"Promo","Ken Sugimori"
"bwp-BW03","Oshawott","Pokémon","bwp",0.91,"Promo","Ken Sugimori"
"bwp-BW06","Snivy","Pokémon","bwp",4.49,"Promo","Shizurow"
"bwp-BW07","Tepig","Pokémon","bwp",2.59,"Promo","Shin Nagasawa"
"bwp-BW08","Oshawott","Pokémon","bwp",2.43,"Promo","Mitsuhiro Arita"
"bwp-BW09","Zoroark","Pokémon","bwp",1.95,"Promo","Naoki Saito"
"bwp-BW10","Axew","Pokémon","bwp",6.46,"Promo","Masakazu Fukuda"
"bwp-BW100","N","Trainer","bwp",2.38,"Promo","Yusuke Ohmura"
"bwp-BW101","Genesect","Pokémon","bwp",55.46,"Promo","5ban Graphics"
"bwp-BW11","Pansage","Pokémon","bwp",3.4,"Promo","Akira Komayama"
"bwp-BW12","Zorua","Pokémon","bwp",13.23,"Promo","Tomokazu Komiya"
"bwp-BW13","Minccino","Pokémon","bwp",9.31,"Promo","Atsuko Nishida"
"bwp-BW14","Pansage","Pokémon","bwp",3.87,"Promo","Akira Komayama"
"bwp-BW15","Pidove","Pokémon","bwp",232.18,"Promo","Naoki Saito"
"bwp-BW16","Axew","Pokémon","bwp",34,"Promo","Masakazu Fukuda"
"bwp-BW17","Ducklett","Pokémon","bwp",3.07,"Promo","Kagemaru Himeno"
"bwp-BW18","Darumaka","Pokémon","bwp",4.39,"Promo","Akira Komayama"
"bwp-BW19","Zoroark","Pokémon","bwp",2.16,"Promo","5ban Graphics"
"bwp-BW20","Serperior","Pokémon","bwp",1.57,"Promo","5ban Graphics"
"bwp-BW21","Emboar","Pokémon","bwp",1.46,"Promo","5ban Graphics"
"bwp-BW22","Samurott","Pokémon","bwp",1.72,"Promo","5ban Graphics"
"bwp-BW23","Reshiram","Pokémon","bwp",4.74,"Promo","5ban Graphics"
"bwp-BW24","Zekrom","Pokémon","bwp",3.94,"Promo","5ban Graphics"
"bwp-BW25","Scraggy","Pokémon","bwp",4.71,"Promo","Akira Komayama"
"bwp-BW26","Axew","Pokémon","bwp",3.97,"Promo","Akira Komayama"
"bwp-BW27","Litwick","Pokémon","bwp",5.08,"Promo","Atsuko Nishida"
"bwp-BW28","Tropical Beach","Trainer","bwp",177.54,"Promo","Naoki Saito"
"bwp-BW29","Victory Cup","Trainer","bwp",40.39,"Promo","5ban Graphics"
"bwp-BW30","Victory Cup","Trainer","bwp",60.48,"Promo","5ban Graphics"
"bwp-BW31","Victory Cup","Trainer","bwp",120.16,"Promo","5ban Graphics"
"bwp-BW32","Victini","Pokémon","bwp",0.56,"Promo","5ban Graphics"
"bwp-BW33","Riolu","Pokémon","bwp",3.61,"Promo","sui"
"bwp-BW34","Luxio","Pokémon","bwp",3.68,"Promo","Naoki Saito"
"bwp-BW35","Meowth","Pokémon","bwp",11.06,"Promo","Sumiyoshi Kizuki"
"bwp-BW36","Reshiram-EX","Pokémon","bwp",5.34,"Promo","Shizurow"
"bwp-BW37","Kyurem-EX","Pokémon","bwp",2.67,"Promo","Shizurow"
"bwp-BW38","Zekrom-EX","Pokémon","bwp",4.47,"Promo","Shizurow"
"bwp-BW39","Battle City","Trainer","bwp",3.41,"Promo","Hideaki Hakozaki"
"bwp-BW40","Volcarona","Pokémon","bwp",9.4,"Promo","Shin Nagasawa"
"bwp-BW41","Thundurus","Pokémon","bwp",2.73,"Promo","5ban Graphics"
"bwp-BW42","Tornadus","Pokémon","bwp",3.59,"Promo","5ban Graphics"
"bwp-BW43","Landorus","Pokémon","bwp",8.27,"Promo","5ban Graphics"
"bwp-BW44","Kyurem","Pokémon","bwp",3.46,"Promo","5ban Graphics"
"bwp-BW45","Mewtwo-EX","Pokémon","bwp",4.51,"Promo","Toyste Beach"
"bwp-BW46","Darkrai-EX","Pokémon","bwp",7.28,"Promo","Toyste Beach"
"bwp-BW47","Rayquaza-EX","Pokémon","bwp",7.05,"Promo","Eske Yoshinob"
"bwp-BW48","Altaria","Pokémon","bwp",5.59,"Promo","HiRON"
"bwp-BW49","Lilligant","Pokémon","bwp",13.6,"Promo","Naoki Saito"
"bwp-BW50","Tropical Beach","Trainer","bwp",29.74,"Promo","Naoki Saito"
"bwp-BW51","Crobat","Pokémon","bwp",7.64,"Promo","5ban Graphics"
"bwp-BW52","Lillipup","Pokémon","bwp",8.79,"Promo","Mizue"
"bwp-BW53","Flygon","Pokémon","bwp",11.49,"Promo","BERUBURI"
"bwp-BW54","Pikachu","Pokémon","bwp",31.5,"Promo","5ban Graphics"
"bwp-BW55","Elgyem","Pokémon","bwp",6.59,"Promo","Mizue"
"bwp-BW56","Empoleon","Pokémon","bwp",3.13,"Promo","Shin Nagasawa"
"bwp-BW57","Haxorus","Pokémon","bwp",4.24,"Promo","kawayoo"
"bwp-BW58","Black Kyurem","Pokémon","bwp",12.26,"Promo","Shin Nagasawa"
"bwp-BW59","White Kyurem","Pokémon","bwp",8.39,"Promo","Shin Nagasawa"
"bwp-BW60","Keldeo","Pokémon","bwp",5.41,"Promo","5ban Graphics"
"bwp-BW61","Keldeo-EX","Pokémon","bwp",2.29,"Promo","Toyste Beach"
"bwp-BW62","Black Kyurem-EX","Pokémon","bwp",3.5,"Promo","Eske Yoshinob"
"bwp-BW63","White Kyurem-EX","Pokémon","bwp",4.54,"Promo","Eske Yoshinob"
"bwp-BW64","Drifblim","Pokémon","bwp",4.61,"Promo","Naoki Saito"
"bwp-BW65","Jigglypuff","Pokémon","bwp",28.63,"Promo","MAHOU"
"bwp-BW66","Ninetales","Pokémon","bwp",8.88,"Promo","Hideaki Hakozaki"
"bwp-BW67","Ampharos","Pokémon","bwp",8.48,"Promo","Naoki Saito"
"bwp-BW68","Meloetta","Pokémon","bwp",2.47,"Promo","Naoki Saito"
"bwp-BW69","Meloetta","Pokémon","bwp",1.37,"Promo","Shin Nagasawa"
"bwp-BW70","Virizion","Pokémon","bwp",2.77,"Promo","5ban Graphics"
"bwp-BW71","Terrakion","Pokémon","bwp",1.53,"Promo","5ban Graphics"
"bwp-BW72","Cobalion","Pokémon","bwp",2.67,"Promo","5ban Graphics"
"bwp-BW73","Darkrai","Pokémon","bwp",18.85,"Promo","5ban Graphics"
"bwp-BW74","Giratina","Pokémon","bwp",13,"Promo","5ban Graphics"
"bwp-BW75","Metagross","Pokémon","bwp",15.57,"Promo","5ban Graphics"
"bwp-BW76","Electrode","Pokémon","bwp",16.78,"Promo","5ban Graphics"
"bwp-BW79","Landorus","Pokémon","bwp",7.88,"Promo","5ban Graphics"
"bwp-BW80","Druddigon","Pokémon","bwp",2.42,"Promo","5ban Graphics"
"bwp-BW81","Thundurus-EX","Pokémon","bwp",2.39,"Promo","Eske Yoshinob"
"bwp-BW82","Deoxys-EX","Pokémon","bwp",4.11,"Promo","Eske Yoshinob"
"bwp-BW83","Lugia-EX","Pokémon","bwp",9.06,"Promo","Toyste Beach"
"bwp-BW84","Porygon-Z","Pokémon","bwp",13.56,"Promo","5ban Graphics"
"bwp-BW85","Lucario","Pokémon","bwp",33.78,"Promo","Masakazu Fukuda"
"bwp-BW86","Genesect","Pokémon","bwp",12.37,"Promo","5ban Graphics"
"bwp-BW87","Leafeon","Pokémon","bwp",11.13,"Promo","The Pokémon Company Art Team"
"bwp-BW88","Flareon","Pokémon","bwp",18.45,"Promo","The Pokémon Company Art Team"
"bwp-BW89","Vaporeon","Pokémon","bwp",13.79,"Promo","The Pokémon Company Art Team"
"bwp-BW90","Glaceon","Pokémon","bwp",18,"Promo","The Pokémon Company Art Team"
"bwp-BW91","Jolteon","Pokémon","bwp",11.35,"Promo","The Pokémon Company Art Team"
"bwp-BW92","Espeon","Pokémon","bwp",15.74,"Promo","The Pokémon Company Art Team"
"bwp-BW93","Umbreon","Pokémon","bwp",38.74,"Promo","The Pokémon Company Art Team"
"bwp-BW94","Eevee","Pokémon","bwp",14.97,"Promo","The Pokémon Company Art Team"
"bwp-BW95","Champions Festival","Trainer","bwp",200.87,"Promo","Naoki Saito"
"bwp-BW96","Tornadus-EX","Pokémon","bwp",18.39,"Promo","Ryo Ueda"
"bwp-BW97","Eevee","Pokémon","bwp",65.81,"Promo","Akira Komayama"
"bwp-BW98","Mew","Pokémon","bwp",36.9,"Promo","Naoki Saito"
"bwp-BW99","Genesect","Pokémon","bwp",8.98,"Promo","5ban Graphics"
"cel25-1","Ho-Oh","Pokémon","cel25",0.11,"Rare","Kouki Saitou"
"cel25-10","Zekrom","Pokémon","cel25",0.08,"Rare","Aya Kusube"
"cel25-11","Mew","Pokémon","cel25",0.43,"Rare Holo","Yuu Nishida"
"cel25-12","Xerneas","Pokémon","cel25",0.08,"Rare","AKIRA EGAWA"
"cel25-13","Cosmog","Pokémon","cel25",0.07,"Rare","kirisAki"
"cel25-14","Cosmoem","Pokémon","cel25",0.1,"Rare","kirisAki"
"cel25-15","Lunala","Pokémon","cel25",0.14,"Rare Holo","kirisAki"
"cel25-16","Zacian V","Pokémon","cel25",0.69,"Rare Holo V","Mitsuhiro Arita"
"cel25-17","Groudon","Pokémon","cel25",0.13,"Rare","Ryuta Fuse"
"cel25-18","Zamazenta V","Pokémon","cel25",0.59,"Rare Holo V","Mitsuhiro Arita"
"cel25-19","Yveltal","Pokémon","cel25",0.06,"Rare","AKIRA EGAWA"
"cel25-2","Reshiram","Pokémon","cel25",0.09,"Rare","Aya Kusube"
"cel25-20","Dialga","Pokémon","cel25",0.09,"Rare","5ban Graphics"
"cel25-21","Solgaleo","Pokémon","cel25",0.11,"Rare Holo","kirisAki"
"cel25-22","Lugia","Pokémon","cel25",0.12,"Rare","Kouki Saitou"
"cel25-23","Professor's Research (Professor Oak)","Trainer","cel25",0.16,"Rare Holo","KIYOTAKA OSHIYAMA"
"cel25-24","Professor's Research (Professor Oak)","Trainer","cel25",1.03,"Rare Ultra","Ken Sugimori"
"cel25-25","Mew","Pokémon","cel25",37.88,"Rare Holo","Saki Hayashiro"
"cel25-3","Kyogre","Pokémon","cel25",0.11,"Rare","Ryuta Fuse"
"cel25-4","Palkia","Pokémon","cel25",0.07,"Rare","5ban Graphics"
"cel25-5","Pikachu","Pokémon","cel25",0.35,"Rare Holo","Mitsuhiro Arita"
"cel25-6","Flying Pikachu V","Pokémon","cel25",0.92,"Rare Holo V","aky CG Works"
"cel25-7","Flying Pikachu VMAX","Pokémon","cel25",1.48,"Rare Holo VMAX","aky CG Works"
"cel25-8","Surfing Pikachu V","Pokémon","cel25",0.89,"Rare Holo V","aky CG Works"
"cel25-9","Surfing Pikachu VMAX","Pokémon","cel25",1.62,"Rare Holo VMAX","aky CG Works"
"col1-1","Clefable","Pokémon","col1",8.28,"Rare Holo","sui"
"col1-10","Houndoom","Pokémon","col1",6.41,"Rare Holo","Kagemaru Himeno"
"col1-11","Jirachi","Pokémon","col1",7.74,"Rare Holo","match"
"col1-12","Kyogre","Pokémon","col1",8.66,"Rare Holo","Ryo Ueda"
"col1-13","Leafeon","Pokémon","col1",13.3,"Rare Holo","match"
"col1-14","Lucario","Pokémon","col1",4.92,"Rare Holo","Takashi Yamaguchi"
"col1-15","Lugia","Pokémon","col1",19.5,"Rare Holo","Ryo Ueda"
"col1-16","Magmortar","Pokémon","col1",3.88,"Rare Holo","Hajime Kusajima"
"col1-17","Ninetales","Pokémon","col1",8.08,"Rare Holo","TOKIYA"
"col1-18","Pachirisu","Pokémon","col1",3.18,"Rare Holo","Noriko Hotta"
"col1-19","Palkia","Pokémon","col1",4.83,"Rare Holo","Daisuke Iwamoto"
"col1-2","Deoxys","Pokémon","col1",6.19,"Rare Holo","Ryo Ueda"
"col1-20","Rayquaza","Pokémon","col1",13.77,"Rare Holo","Ryo Ueda"
"col1-21","Smeargle","Pokémon","col1",5.29,"Rare Holo","Midori Harada"
"col1-22","Umbreon","Pokémon","col1",41.89,"Rare Holo","Mitsuhiro Arita"
"col1-23","Ampharos","Pokémon","col1",1.67,"Rare","Masakazu Fukuda"
"col1-24","Cleffa","Pokémon","col1",2.25,"Rare","sui"
"col1-25","Feraligatr","Pokémon","col1",3.91,"Rare","kawayoo"
"col1-26","Granbull","Pokémon","col1",1.25,"Rare","Mizue"
"col1-27","Meganium","Pokémon","col1",3.57,"Rare","Shin Nagasawa"
"col1-28","Mismagius","Pokémon","col1",1.66,"Rare","Suwama Chiaki"
"col1-29","Mr. Mime","Pokémon","col1",1.48,"Rare","Noriko Hotta"
"col1-3","Dialga","Pokémon","col1",5.49,"Rare Holo","Ayaka Yoshida"
"col1-30","Pidgeot","Pokémon","col1",3.69,"Rare","Suwama Chiaki"
"col1-31","Skarmory","Pokémon","col1",1.64,"Rare","Midori Harada"
"col1-32","Slowking","Pokémon","col1",2.84,"Rare","Sumiyoshi Kizuki"
"col1-33","Snorlax","Pokémon","col1",21.19,"Rare","Kent Kanetsuna"
"col1-34","Tangrowth","Pokémon","col1",1.48,"Rare","Hideaki Hakozaki"
"col1-35","Typhlosion","Pokémon","col1",2.76,"Rare","Kagemaru Himeno"
"col1-36","Tyrogue","Pokémon","col1",1.16,"Rare","Shigenori Negishi"
"col1-37","Ursaring","Pokémon","col1",1.23,"Rare","Kouki Saitou"
"col1-38","Weezing","Pokémon","col1",1.62,"Rare","Hajime Kusajima"
"col1-39","Zangoose","Pokémon","col1",1.81,"Rare","Wataru Kawahara"
"col1-4","Espeon","Pokémon","col1",15.82,"Rare Holo","match"
"col1-5","Forretress","Pokémon","col1",1.87,"Rare Holo","Kyoko Umemoto"
"col1-6","Groudon","Pokémon","col1",5.21,"Rare Holo","Ryo Ueda"
"col1-7","Gyarados","Pokémon","col1",10.15,"Rare Holo","Mitsuhiro Arita"
"col1-8","Hitmontop","Pokémon","col1",2.47,"Rare Holo","Shigenori Negishi"
"col1-9","Ho-Oh","Pokémon","col1",8.44,"Rare Holo","Ryo Ueda"
"col1-SL1","Deoxys","Pokémon","col1",84.67,"Rare Holo","Noriko Hotta"
"col1-SL10","Rayquaza","Pokémon","col1",110.83,"Rare Holo","Noriko Hotta"
"col1-SL11","Suicune","Pokémon","col1",12.1,"Rare Holo","Ayaka Yoshida"
"col1-SL2","Dialga","Pokémon","col1",73.4,"Rare Holo","Ayaka Yoshida"
"col1-SL3","Entei","Pokémon","col1",40.31,"Rare Holo","Yuri Umemura"
"col1-SL4","Groudon","Pokémon","col1",125.68,"Rare Holo","Yuri Umemura"
"col1-SL5","Ho-Oh","Pokémon","col1",89.72,"Rare Holo","Hideaki Hakozaki"
"col1-SL6","Kyogre","Pokémon","col1",57.4,"Rare Holo","Yuri Umemura"
"col1-SL7","Lugia","Pokémon","col1",204.59,"Rare Holo","Hideaki Hakozaki"
"col1-SL8","Palkia","Pokémon","col1",74.52,"Rare Holo","Ayaka Yoshida"
"col1-SL9","Raikou","Pokémon","col1",50.83,"Rare Holo","Noriko Hotta"
"dc1-11","Team Magma's Claydol","Pokémon","dc1",1.66,"Rare Holo","Masakazu Fukuda"
"dc1-14","Team Magma's Aggron","Pokémon","dc1",5.1,"Rare Holo","TOKIYA"
"dc1-15","Team Magma's Groudon-EX","Pokémon","dc1",104.83,"Rare Ultra","nagimiso"
"dc1-2","Team Magma's Camerupt","Pokémon","dc1",3.07,"Rare Holo","Shin Nagasawa"
"dc1-21","Team Aqua's Sharpedo","Pokémon","dc1",3.2,"Rare Holo","kawayoo"
"dc1-5","Team Aqua's Walrein","Pokémon","dc1",2.42,"Rare Holo","Hitoshi Ariga"
"dc1-6","Team Aqua's Kyogre-EX","Pokémon","dc1",119.12,"Rare Ultra","nagimiso"
"dc1-8","Team Aqua's Muk","Pokémon","dc1",3.47,"Rare Holo","Kouki Saitou"
"det1-10","Detective Pikachu","Pokémon","det1",6.04,"Rare","MPC Film"
"det1-11","Mr. Mime","Pokémon","det1",1.87,"Rare","MPC Film"
"det1-12","Mewtwo","Pokémon","det1",7.47,"Rare Ultra","MPC Film"
"det1-13","Machamp","Pokémon","det1",1.7,"Rare","MPC Film"
"det1-17","Ditto","Pokémon","det1",5.93,"Rare Ultra","MPC Film"
"det1-18","Slaking","Pokémon","det1",1.81,"Rare","Framestore"
"det1-2","Ludicolo","Pokémon","det1",1.35,"Rare","Framestore"
"det1-5","Charizard","Pokémon","det1",14.27,"Rare Ultra","Framestore"
"det1-6","Arcanine","Pokémon","det1",3.53,"Rare","MPC Film"
"det1-9","Greninja","Pokémon","det1",6.18,"Rare Ultra","MPC Film"
"dp1-1","Dialga","Pokémon","dp1",4.34,"Rare Holo","Nakaoka"
"dp1-10","Mismagius","Pokémon","dp1",2.77,"Rare Holo","Mikiko Takeda"
"dp1-11","Palkia","Pokémon","dp1",4.5,"Rare Holo","Nakaoka"
"dp1-12","Rhyperior","Pokémon","dp1",3.4,"Rare Holo","Nakaoka"
"dp1-120","Empoleon LV.X","Pokémon","dp1",11.91,"Rare Holo LV.X","Shizurow"
"dp1-121","Infernape LV.X","Pokémon","dp1",24.39,"Rare Holo LV.X","Shizurow"
"dp1-122","Torterra LV.X","Pokémon","dp1",21.79,"Rare Holo LV.X","Shizurow"
"dp1-13","Roserade","Pokémon","dp1",1.69,"Rare Holo","Nakaoka"
"dp1-14","Shiftry","Pokémon","dp1",2.08,"Rare Holo","Masakazu Fukuda"
"dp1-15","Skuntank","Pokémon","dp1",1.69,"Rare Holo","Hiroaki Ito"
"dp1-16","Staraptor","Pokémon","dp1",3.96,"Rare Holo","Masahiko Ishii"
"dp1-17","Torterra","Pokémon","dp1",2.39,"Rare Holo","Masahiko Ishii"
"dp1-18","Azumarill","Pokémon","dp1",0.77,"Rare","Naoyo Kimura"
"dp1-19","Beautifly","Pokémon","dp1",0.86,"Rare","Atsuko Nishida"
"dp1-2","Dusknoir","Pokémon","dp1",3.02,"Rare Holo","Takabon"
"dp1-20","Bibarel","Pokémon","dp1",0.73,"Rare","Ken Sugimori"
"dp1-21","Carnivine","Pokémon","dp1",1.16,"Rare","Kouki Saitou"
"dp1-22","Clefable","Pokémon","dp1",1.51,"Rare","Ken Sugimori"
"dp1-23","Drapion","Pokémon","dp1",1.63,"Rare","Kouki Saitou"
"dp1-24","Drifblim","Pokémon","dp1",0.21,"Rare","Mitsuhiro Arita"
"dp1-25","Dustox","Pokémon","dp1",1.35,"Rare","Kouki Saitou"
"dp1-26","Floatzel","Pokémon","dp1",0.38,"Rare","Masahiko Ishii"
"dp1-27","Gengar","Pokémon","dp1",3.87,"Rare","Kagemaru Himeno"
"dp1-28","Heracross","Pokémon","dp1",0.59,"Rare","Ken Sugimori"
"dp1-29","Hippowdon","Pokémon","dp1",0.52,"Rare","Kouki Saitou"
"dp1-3","Electivire","Pokémon","dp1",25.78,"Rare Holo","Nakaoka"
"dp1-30","Lopunny","Pokémon","dp1",0.69,"Rare","Kagemaru Himeno"
"dp1-31","Machamp","Pokémon","dp1",2.62,"Rare","Kagemaru Himeno"
"dp1-32","Medicham","Pokémon","dp1",0.74,"Rare","Kouki Saitou"
"dp1-33","Munchlax","Pokémon","dp1",1.48,"Rare","Ken Sugimori"
"dp1-34","Noctowl","Pokémon","dp1",0.44,"Rare","Atsuko Nishida"
"dp1-35","Pachirisu","Pokémon","dp1",1.2,"Rare","Ken Sugimori"
"dp1-36","Purugly","Pokémon","dp1",0.71,"Rare","Masakazu Fukuda"
"dp1-37","Snorlax","Pokémon","dp1",2.38,"Rare","Ken Sugimori"
"dp1-38","Steelix","Pokémon","dp1",1.47,"Rare","Kouki Saitou"
"dp1-39","Vespiquen","Pokémon","dp1",1.06,"Rare","Mitsuhiro Arita"
"dp1-4","Empoleon","Pokémon","dp1",2.21,"Rare Holo","Nakaoka"
"dp1-40","Weavile","Pokémon","dp1",0.98,"Rare","Naoyo Kimura"
"dp1-41","Wobbuffet","Pokémon","dp1",0.84,"Rare","Kouki Saitou"
"dp1-42","Wynaut","Pokémon","dp1",1.19,"Rare","Masakazu Fukuda"
"dp1-5","Infernape","Pokémon","dp1",2.22,"Rare Holo","Nakaoka"
"dp1-6","Lucario","Pokémon","dp1",4.54,"Rare Holo","Ken Sugimori"
"dp1-7","Luxray","Pokémon","dp1",3.16,"Rare Holo","Mikiko Takeda"
"dp1-8","Magnezone","Pokémon","dp1",3.5,"Rare Holo","Nakaoka"
"dp1-9","Manaphy","Pokémon","dp1",2.82,"Rare Holo","Nakaoka"
"dp2-1","Aggron","Pokémon","dp2",5.75,"Rare Holo","Kouki Saitou"
"dp2-10","Honchkrow","Pokémon","dp2",2.99,"Rare Holo","Kazuyuki Kano"
"dp2-11","Lumineon","Pokémon","dp2",1.96,"Rare Holo","Mitsuhiro Arita"
"dp2-118","Multi Energy","Energy","dp2",1.79,"Rare","Takumi Akabane"
"dp2-12","Magmortar","Pokémon","dp2",5.75,"Rare Holo","Hiroaki Ito"
"dp2-121","Electivire LV.X","Pokémon","dp2",0.34,"Rare Holo LV.X","Shizurow"
"dp2-122","Lucario LV.X","Pokémon","dp2",14.68,"Rare Holo LV.X","Ryo Ueda"
"dp2-123","Magmortar LV.X","Pokémon","dp2",23.24,"Rare Holo LV.X","Shizurow"
"dp2-124","Time-Space Distortion","Trainer","dp2",23.42,"Rare Secret","Shizurow"
"dp2-13","Meganium","Pokémon","dp2",3.91,"Rare Holo","Daisuke Ito"
"dp2-14","Mesprit","Pokémon","dp2",4.14,"Rare Holo","Ryo Ueda"
"dp2-15","Raichu","Pokémon","dp2",5.01,"Rare Holo","Daisuke Ito"
"dp2-16","Typhlosion","Pokémon","dp2",5.26,"Rare Holo","Kazuyuki Kano"
"dp2-17","Tyranitar","Pokémon","dp2",3.41,"Rare Holo","Masakazu Fukuda"
"dp2-18","Uxie","Pokémon","dp2",4.77,"Rare Holo","Ryo Ueda"
"dp2-19","Abomasnow","Pokémon","dp2",1.63,"Rare","Kazuyuki Kano"
"dp2-2","Alakazam","Pokémon","dp2",8.41,"Rare Holo","Kouki Saitou"
"dp2-20","Ariados","Pokémon","dp2",0.44,"Rare","Midori Harada"
"dp2-21","Bastiodon","Pokémon","dp2",0.54,"Rare","Kazuyuki Kano"
"dp2-22","Chimecho","Pokémon","dp2",0.75,"Rare","Daisuke Ito"
"dp2-23","Crobat","Pokémon","dp2",0.96,"Rare","Masakazu Fukuda"
"dp2-24","Exeggutor","Pokémon","dp2",1.17,"Rare","Masakazu Fukuda"
"dp2-25","Glalie","Pokémon","dp2",1.37,"Rare","Mitsuhiro Arita"
"dp2-26","Gyarados","Pokémon","dp2",3.13,"Rare","Mitsuhiro Arita"
"dp2-27","Kricketune","Pokémon","dp2",0.47,"Rare","Mitsuhiro Arita"
"dp2-28","Manectric","Pokémon","dp2",0.88,"Rare","Atsuko Nishida"
"dp2-29","Mantine","Pokémon","dp2",1.14,"Rare","Masakazu Fukuda"
"dp2-3","Ambipom","Pokémon","dp2",2.38,"Rare Holo","Kouki Saitou"
"dp2-30","Mr. Mime","Pokémon","dp2",1.56,"Rare","Kagemaru Himeno"
"dp2-31","Nidoqueen","Pokémon","dp2",1.8,"Rare","Kagemaru Himeno"
"dp2-32","Ninetales","Pokémon","dp2",2.42,"Rare","Kouki Saitou"
"dp2-33","Rampardos","Pokémon","dp2",0.59,"Rare","Kazuyuki Kano"
"dp2-34","Slaking","Pokémon","dp2",1.17,"Rare","Kouki Saitou"
"dp2-35","Sudowoodo","Pokémon","dp2",0.65,"Rare","Atsuko Nishida"
"dp2-36","Toxicroak","Pokémon","dp2",0.39,"Rare","Daisuke Ito"
"dp2-37","Unown [I]","Pokémon","dp2",0.98,"Rare","Daisuke Ito"
"dp2-38","Ursaring","Pokémon","dp2",0.97,"Rare","Mitsuhiro Arita"
"dp2-39","Walrein","Pokémon","dp2",0.73,"Rare","Midori Harada"
"dp2-4","Azelf","Pokémon","dp2",3.05,"Rare Holo","Ryo Ueda"
"dp2-40","Whiscash","Pokémon","dp2",1.26,"Rare","Daisuke Ito"
"dp2-5","Blissey","Pokémon","dp2",3.36,"Rare Holo","Kagemaru Himeno"
